#ID	a	e	i	o	p	M
21799	3.07	0.13	17.00	198.03	155.59	133.34
21800	2.23	0.06	8.42	20.91	46.43	148.27
21801	2.39	0.09	5.38	65.67	6.33	125.37
21802	2.59	0.02	8.64	186.55	251.99	91.28
21803	2.33	0.06	7.38	33.13	160.78	8.23
21804	3.96	0.26	3.83	98.18	261.34	92.64
21805	3.09	0.20	0.72	192.11	195.34	116.35
21806	2.40	0.22	1.81	73.13	252.36	208.04
21807	3.16	0.18	1.87	103.75	235.41	145.54
21808	2.92	0.11	1.80	8.46	35.11	109.51
21809	2.69	0.02	3.67	300.58	352.72	228.73
21810	2.59	0.14	3.31	45.43	314.82	169.40
21811	3.17	0.12	5.14	11.91	89.06	40.73
21812	2.94	0.09	2.98	136.36	319.84	52.02
21813	2.43	0.16	3.00	0.80	228.60	314.21
21814	2.25	0.07	3.95	231.70	322.14	34.34
21815	2.40	0.08	4.21	207.36	70.01	252.72
21816	2.65	0.12	14.98	10.30	44.80	115.84
21817	2.66	0.18	4.22	206.35	300.07	40.06
21818	3.02	0.06	2.02	342.33	114.09	53.29
21819	3.17	0.07	1.04	236.34	14.59	227.55
21820	2.33	0.24	13.15	30.70	255.19	238.16
21821	2.94	0.09	2.88	127.84	301.96	84.78
21822	2.52	0.13	12.68	147.89	99.51	301.36
21823	2.42	0.18	3.31	101.78	197.91	250.14
21824	2.52	0.10	2.77	74.33	196.44	250.49
21825	2.41	0.17	1.56	56.46	254.11	208.68
21826	2.26	0.16	1.78	66.95	253.71	224.17
21827	2.44	0.05	8.20	135.46	86.46	309.20
21828	3.16	0.12	2.61	125.76	303.52	66.82
21829	2.27	0.19	7.25	142.20	181.68	217.32
21830	3.04	0.22	2.99	105.10	301.40	98.56
21831	2.59	0.18	11.55	173.23	323.61	46.96
21832	2.54	0.05	3.97	153.32	150.82	220.16
21833	2.29	0.13	7.45	118.73	247.81	186.48
21834	2.33	0.17	5.91	71.91	202.76	259.57
21835	3.14	0.14	6.30	106.03	192.67	175.30
21836	3.02	0.08	11.10	139.57	150.19	195.95
21837	2.41	0.09	6.86	128.34	315.12	110.80
21838	2.76	0.17	10.44	119.42	229.24	159.45
21839	2.94	0.09	3.36	105.50	324.99	79.22
21840	2.32	0.10	7.43	94.32	314.97	157.71
21841	2.96	0.11	11.58	128.78	184.91	186.66
21842	3.11	0.18	16.39	125.55	116.12	250.61
21843	2.25	0.10	2.61	281.66	286.65	358.41
21844	2.98	0.05	2.68	285.59	228.03	342.64
21845	2.44	0.11	5.48	308.92	317.93	257.12
21846	2.40	0.11	1.73	316.77	270.60	305.83
21847	2.80	0.19	7.22	354.88	100.85	73.99
21848	2.78	0.19	13.10	191.44	202.17	121.72
21849	2.33	0.21	3.19	11.44	234.47	312.05
21850	2.68	0.03	2.36	305.56	215.84	354.08
21851	2.46	0.23	3.29	98.40	248.33	174.61
21852	2.42	0.15	5.89	328.74	162.63	66.79
21853	2.99	0.08	4.38	147.68	258.00	95.83
21854	2.62	0.13	4.60	71.54	244.06	197.19
21855	3.21	0.10	2.89	89.16	131.55	264.99
21856	2.21	0.16	5.45	250.56	20.58	283.89
21857	2.85	0.07	2.45	153.02	174.57	184.13
21858	2.93	0.06	3.13	110.23	155.22	249.66
21859	2.60	0.23	3.58	147.95	192.65	181.51
21860	2.69	0.03	3.31	123.85	324.83	102.04
21861	2.96	0.04	9.45	285.23	244.43	347.88
21862	3.06	0.07	8.72	292.02	18.19	190.06
21863	3.17	0.05	4.89	352.90	232.08	284.64
21864	2.29	0.09	5.35	106.02	163.10	285.05
21865	2.59	0.13	13.50	192.90	32.08	327.03
21866	2.57	0.10	5.18	69.36	196.01	277.96
21867	3.36	0.06	17.48	169.95	288.52	63.15
21868	2.76	0.16	7.44	185.35	141.74	205.42
21869	2.71	0.05	6.45	79.48	167.36	283.32
21870	2.30	0.13	6.62	44.30	207.67	307.51
21871	2.32	0.13	5.97	35.57	220.74	301.02
21872	2.71	0.14	4.82	52.95	3.42	132.65
21873	3.15	0.21	4.46	238.21	132.22	128.19
21874	2.28	0.11	3.34	117.86	80.13	10.71
21875	2.89	0.13	9.37	52.20	354.84	126.89
21876	2.46	0.08	6.12	40.07	195.88	327.80
21877	2.37	0.17	2.58	149.73	102.58	280.56
21878	3.00	0.04	10.02	209.78	276.38	10.21
21879	2.55	0.09	2.25	329.91	24.46	169.13
21880	2.55	0.11	4.26	164.06	116.72	251.76
21881	2.77	0.09	2.47	92.66	284.65	147.93
21882	2.46	0.20	1.86	342.65	321.58	227.86
21883	2.36	0.07	6.56	354.34	242.19	321.93
21884	2.57	0.09	3.77	327.91	11.00	191.32
21885	3.10	0.05	10.46	195.37	145.55	133.36
21886	2.66	0.14	1.76	192.01	310.55	15.16
21887	2.98	0.07	9.70	208.63	286.80	45.65
21888	3.06	0.04	9.16	352.18	15.22	142.82
21889	2.63	0.15	4.54	39.53	162.08	349.95
21890	2.96	0.04	10.70	71.60	35.56	55.51
21891	2.40	0.08	6.99	5.02	92.12	111.14
21892	3.11	0.15	2.50	104.08	196.82	204.41
21893	2.36	0.38	2.94	95.84	217.45	205.44
21894	2.58	0.05	14.97	173.11	296.81	93.09
21895	3.15	0.20	4.17	45.79	332.03	124.76
21896	3.17	0.17	5.76	118.86	241.34	148.54
21897	2.78	0.05	0.87	58.48	246.33	219.98
21898	3.12	0.16	9.29	49.11	10.45	98.00
21899	2.85	0.15	13.94	141.10	232.96	160.12
21900	5.17	0.04	8.45	258.70	183.67	44.02
21901	2.59	0.15	10.01	310.97	352.69	215.97
21902	3.16	0.20	13.89	241.87	182.59	95.31
21903	3.05	0.04	9.74	29.21	71.64	63.59
21904	3.15	0.10	21.53	73.78	114.64	349.58
21905	2.31	0.09	1.96	280.04	245.33	20.00
21906	2.66	0.19	10.75	288.41	83.50	150.40
21907	2.67	0.12	12.71	320.08	139.81	85.85
21908	2.43	0.16	3.15	46.48	242.83	259.84
21909	2.55	0.13	6.42	194.88	329.17	46.64
21910	2.27	0.19	6.53	149.23	163.61	242.37
21911	2.78	0.17	9.49	170.03	218.76	149.19
21912	2.66	0.17	12.18	343.32	77.09	129.46
21913	2.71	0.06	1.65	242.44	173.55	130.82
21914	2.30	0.19	5.52	243.48	30.69	308.25
21915	2.52	0.12	4.39	64.13	236.95	259.01
21916	2.35	0.12	7.25	64.79	244.07	274.04
21917	3.04	0.14	5.89	78.01	89.62	24.31
21918	2.74	0.26	17.50	23.82	112.90	61.93
21919	3.07	0.05	8.29	288.88	1.28	204.49
21920	3.08	0.11	10.42	290.27	279.94	297.42
21921	2.29	0.17	4.82	259.29	19.67	282.73
21922	2.25	0.14	7.20	25.13	230.84	320.10
21923	2.65	0.14	14.52	78.03	199.08	285.55
21924	2.54	0.07	5.06	28.48	231.35	279.41
21925	2.33	0.12	5.11	31.17	155.07	28.53
21926	3.04	0.03	0.51	72.67	173.15	262.71
21927	3.07	0.09	1.86	201.39	128.12	171.31
21928	2.73	0.07	4.08	213.29	13.78	304.36
21929	2.62	0.03	3.80	58.49	179.83	302.46
21930	3.95	0.25	2.32	201.45	185.63	86.12
21931	2.57	0.14	12.78	221.72	49.40	269.62
21932	2.88	0.08	3.24	64.13	303.57	157.58
21933	2.93	0.06	2.84	60.93	184.00	281.89
21934	2.65	0.11	12.76	153.90	311.04	131.38
21935	2.28	0.09	6.27	292.51	202.87	81.59
21936	2.25	0.10	2.07	330.96	290.31	310.32
21937	2.92	0.04	1.05	231.37	43.88	243.21
21938	2.56	0.09	5.58	108.32	200.79	253.32
21939	2.92	0.03	1.48	196.03	111.70	220.85
21940	2.60	0.07	14.37	161.39	158.12	220.12
21941	2.70	0.12	11.37	205.38	305.92	18.86
21942	2.64	0.14	0.39	219.24	359.91	343.11
21943	2.40	0.20	8.54	301.07	345.32	244.67
21944	2.62	0.12	11.44	196.75	330.50	6.81
21945	2.30	0.11	5.55	118.13	56.26	49.22
21946	2.36	0.20	7.42	325.54	241.57	353.55
21947	2.89	0.02	1.22	297.32	310.76	278.79
21948	2.34	0.21	0.96	329.92	312.97	265.24
21949	2.71	0.12	3.37	40.94	68.13	71.98
21950	3.05	0.03	8.71	241.08	180.69	95.73
21951	3.08	0.04	5.83	240.89	280.33	354.03
21952	2.47	0.16	2.78	322.40	294.49	299.37
21953	2.73	0.11	5.85	87.41	318.15	119.16
21954	2.71	0.10	11.92	164.18	54.96	317.61
21955	2.79	0.12	14.27	172.40	47.55	315.36
21956	2.77	0.10	9.89	148.62	23.75	16.20
21957	3.04	0.06	11.94	131.32	281.46	113.96
21958	2.55	0.10	9.35	219.04	4.92	337.50
21959	3.25	0.10	9.46	205.10	339.11	328.42
21960	2.76	0.12	4.24	191.81	253.05	110.87
21961	2.99	0.12	11.39	88.64	271.59	127.50
21962	2.78	0.17	9.89	98.84	256.72	139.63
21963	2.59	0.19	14.71	266.69	129.21	133.58
21964	3.21	0.05	13.71	201.88	256.20	56.86
21965	2.96	0.09	10.31	126.65	238.23	159.94
21966	2.41	0.31	6.61	117.93	229.71	167.53
21967	2.68	0.08	10.35	81.58	208.98	289.76
21968	2.77	0.07	8.09	82.17	171.26	329.97
21969	2.33	0.07	6.04	222.50	286.64	50.55
21970	2.30	0.17	6.15	74.46	269.08	191.06
21971	2.65	0.21	12.21	50.23	289.60	156.70
21972	2.61	0.25	6.65	71.84	273.61	160.20
21973	2.53	0.16	6.46	59.61	7.75	114.88
21974	2.65	0.10	5.16	93.93	307.53	147.98
21975	2.26	0.17	4.32	319.61	53.88	191.83
21976	2.38	0.17	7.83	259.23	272.70	44.86
21977	2.51	0.07	10.74	258.10	231.74	64.24
21978	3.11	0.11	11.71	224.08	128.29	162.14
21979	2.64	0.06	3.04	181.26	317.59	62.45
21980	2.95	0.09	2.29	144.92	194.73	185.55
21981	2.76	0.09	5.95	54.88	144.47	359.61
21982	2.26	0.14	3.18	230.42	263.13	123.65
21983	2.67	0.11	11.76	287.16	222.79	48.48
21984	3.01	0.05	9.71	340.01	347.87	190.50
21985	3.11	0.11	0.72	169.23	11.37	4.73
21986	2.37	0.13	7.46	44.04	322.12	173.06
21987	2.57	0.25	6.99	204.05	144.09	167.51
21988	2.97	0.07	10.90	54.88	349.19	114.69
21989	3.11	0.18	3.82	190.08	244.17	87.63
21990	2.91	0.11	2.56	149.17	188.76	178.48
21991	2.83	0.09	3.13	113.28	238.81	173.15
21992	2.16	0.09	4.36	34.38	243.22	306.95
21993	2.91	0.08	1.11	324.77	13.41	175.22
21994	2.20	0.13	1.92	102.41	149.11	336.02
21995	2.54	0.13	6.70	103.51	132.42	335.45
21996	2.56	0.14	16.03	114.47	225.74	251.71
21997	2.58	0.18	10.85	21.03	10.17	158.52
21998	2.59	0.03	14.82	164.46	335.18	69.26
21999	2.66	0.16	14.31	79.00	189.46	300.16
22000	3.18	0.07	3.08	87.56	103.77	320.49
22001	2.95	0.10	0.56	349.17	313.60	214.13
22002	2.63	0.13	3.37	244.39	279.90	41.27
22003	2.93	0.05	1.47	7.80	132.97	36.22
22004	2.44	0.16	13.43	62.83	229.71	262.29
22005	3.01	0.07	0.88	321.00	320.45	245.66
22006	3.04	0.08	0.83	356.14	249.61	289.21
22007	3.04	0.05	9.31	233.40	37.74	263.72
22008	5.22	0.01	4.25	108.81	317.93	59.66
22009	5.24	0.03	5.60	114.01	338.03	44.62
22010	5.18	0.01	1.41	65.55	332.09	83.40
22011	3.12	0.17	18.57	85.46	19.24	88.53
22012	5.23	0.11	7.40	98.84	25.77	9.97
22013	2.78	0.12	8.16	265.08	7.02	312.55
22014	5.17	0.11	29.54	260.15	201.99	27.27
22015	3.03	0.09	12.44	87.54	345.70	124.09
22016	3.15	0.09	9.47	296.58	43.52	214.93
22017	3.05	0.13	11.20	84.91	296.18	173.60
22018	3.04	0.12	9.73	274.51	127.32	134.35
22019	2.29	0.19	10.29	38.19	206.13	323.45
22020	3.20	0.11	2.50	99.38	101.47	316.94
22021	3.22	0.09	2.05	108.83	88.23	322.66
22022	2.27	0.12	5.13	268.90	320.98	352.53
22023	2.68	0.15	13.25	344.21	338.64	208.65
22024	2.60	0.20	13.99	5.14	39.14	147.78
22025	2.80	0.16	9.60	47.60	265.50	213.62
22026	3.04	0.20	9.30	32.72	315.83	159.69
22027	2.32	0.09	5.72	284.09	333.11	325.67
22028	2.30	0.18	5.33	334.57	308.88	290.82
22029	2.74	0.09	4.31	6.62	272.47	266.61
22030	2.43	0.10	5.46	158.08	61.20	4.81
22031	2.97	0.09	10.55	96.74	296.64	143.64
22032	2.56	0.19	13.26	65.23	307.62	156.11
22033	2.77	0.13	8.60	233.83	268.82	69.16
22034	2.68	0.07	6.80	331.86	198.24	31.01
22035	5.29	0.10	16.38	286.72	125.72	78.67
22036	3.03	0.14	9.84	340.92	343.42	194.13
22037	3.04	0.08	12.19	288.10	256.32	357.05
22038	2.24	0.12	5.86	9.23	67.47	165.59
22039	3.02	0.04	10.24	24.64	65.87	88.57
22040	3.06	0.03	10.16	49.44	127.39	14.01
22041	5.14	0.06	10.19	25.06	72.46	41.34
22042	5.22	0.09	6.86	24.62	1.86	104.76
22043	2.84	0.11	16.48	323.82	16.64	230.67
22044	3.24	0.03	20.34	319.96	283.43	327.81
22045	3.00	0.22	10.42	14.63	0.23	164.68
22046	3.22	0.06	16.82	341.02	249.30	349.12
22047	2.60	0.14	12.73	276.18	359.68	282.00
22048	2.71	0.12	12.30	159.54	343.22	59.99
22049	5.37	0.06	2.54	203.38	251.80	36.46
22050	2.92	0.08	10.02	121.28	241.19	220.89
22051	3.13	0.09	14.24	295.85	233.57	30.15
22052	5.24	0.03	11.86	83.71	324.41	81.80
22053	2.66	0.15	12.92	98.47	149.97	343.02
22054	5.16	0.05	20.95	287.05	229.61	352.11
22055	5.24	0.02	10.98	83.55	211.13	215.37
22056	5.11	0.15	7.21	35.85	341.61	127.88
22057	2.27	0.13	6.46	329.21	357.41	236.71
22058	4.01	0.08	7.65	120.60	96.83	352.53
22059	5.16	0.11	7.82	213.99	319.51	333.66
22060	3.00	0.04	10.57	123.43	140.84	292.67
22061	2.88	0.14	2.90	158.99	169.65	178.87
22062	3.12	0.17	5.37	188.76	151.00	155.31
22063	2.30	0.09	6.12	106.80	119.94	348.95
22064	2.72	0.11	9.62	204.36	140.34	183.81
22065	2.41	0.02	8.14	89.52	196.82	279.30
22066	3.19	0.11	7.40	119.62	295.37	101.90
22067	2.77	0.16	7.88	109.58	216.13	201.05
22068	3.06	0.08	14.96	92.99	156.09	286.42
22069	3.00	0.06	9.72	230.08	237.31	89.66
22070	3.98	0.27	13.76	123.69	222.66	143.74
22071	3.19	0.04	16.54	120.09	12.96	61.09
22072	3.03	0.12	10.81	136.72	246.26	175.70
22073	3.18	0.13	12.27	141.86	131.41	296.25
22074	2.99	0.10	11.99	141.11	179.09	248.79
22075	2.64	0.08	10.26	79.94	237.94	205.33
22076	2.94	0.06	11.50	207.14	189.36	121.84
22077	2.56	0.28	7.72	137.10	181.19	198.81
22078	2.61	0.19	12.79	134.09	188.96	234.00
22079	2.55	0.18	6.13	72.37	293.17	162.40
22080	2.34	0.08	6.20	308.81	293.32	324.17
22081	2.78	0.12	4.40	165.14	200.82	142.36
22082	2.66	0.20	3.70	95.53	6.81	81.65
22083	3.23	0.04	21.13	225.97	184.39	126.16
22084	2.66	0.15	11.66	119.46	143.93	288.20
22085	2.62	0.12	13.19	210.32	55.63	296.54
22086	3.15	0.00	13.71	125.41	328.50	83.43
22087	2.86	0.06	13.40	138.43	333.31	100.47
22088	2.61	0.13	14.05	97.55	332.43	118.27
22089	2.80	0.09	9.55	161.43	346.97	34.68
22090	3.20	0.12	14.02	183.83	275.46	59.83
22091	2.60	0.03	12.01	145.01	232.14	177.50
22092	2.55	0.10	14.37	137.50	324.24	93.61
22093	2.75	0.17	10.17	149.10	217.47	147.69
22094	3.17	0.12	16.40	175.10	211.92	124.40
22095	3.22	0.05	17.32	168.88	330.79	63.88
22096	2.80	0.20	14.64	293.16	166.33	84.51
22097	3.18	0.17	16.10	322.80	216.97	27.42
22098	2.64	0.18	9.68	308.66	271.16	354.44
22099	1.10	0.28	9.84	136.58	186.42	301.03
22100	2.99	0.11	11.95	128.52	212.31	317.95
22101	2.93	0.07	17.71	67.62	89.17	161.61
22102	2.80	0.06	6.31	71.82	196.33	68.79
22103	2.47	0.20	4.42	207.68	81.19	102.73
22104	2.58	0.24	12.24	260.53	129.28	19.84
22105	2.37	0.21	8.09	68.44	282.88	69.33
22106	2.60	0.26	24.43	239.39	250.53	289.27
22107	2.25	0.26	6.38	34.18	308.86	103.24
22108	2.95	0.11	11.71	302.21	43.06	72.21
22109	2.26	0.19	6.64	57.31	317.06	66.36
22110	2.66	0.28	6.52	262.81	123.54	72.10
22111	2.48	0.24	5.53	279.71	103.63	67.57
22112	2.36	0.17	4.99	240.90	158.81	95.81
22113	2.24	0.07	5.64	136.79	359.14	8.59
22114	2.34	0.08	8.46	39.33	72.26	9.78
22115	2.67	0.13	12.41	61.16	108.73	333.65
22116	3.87	0.06	5.63	115.73	177.10	112.38
22117	2.57	0.14	13.46	37.51	86.31	333.05
22118	3.14	0.22	11.60	54.28	352.55	34.13
22119	2.70	0.11	11.79	275.38	208.49	340.28
22120	2.30	0.18	4.17	207.85	180.95	66.41
22121	2.19	0.16	1.48	324.42	4.55	118.18
22122	3.10	0.10	9.02	192.32	246.63	17.38
22123	3.00	0.11	11.68	74.01	262.81	148.64
22124	2.23	0.22	2.35	133.97	276.79	50.61
22125	2.59	0.17	13.15	225.56	156.26	86.05
22126	2.98	0.09	10.75	101.49	237.85	89.33
22127	2.78	0.17	10.06	129.66	250.28	75.27
22128	2.58	0.22	6.12	25.60	149.46	240.27
22129	3.20	0.18	15.78	323.95	39.28	63.87
22130	2.40	0.22	7.97	159.64	217.70	123.03
22131	2.26	0.18	2.59	154.53	226.30	88.53
22132	2.94	0.08	2.65	148.67	286.59	18.32
22133	3.09	0.07	11.35	82.91	252.81	115.49
22134	3.16	0.17	1.33	329.86	336.63	118.68
22135	2.61	0.15	12.69	258.87	32.30	164.33
22136	2.32	0.09	3.83	261.50	226.42	6.44
22137	2.53	0.12	1.70	197.93	237.29	41.38
22138	3.18	0.15	2.03	72.19	297.86	77.58
22139	2.39	0.13	5.82	113.45	63.15	325.08
22140	2.75	0.10	3.30	204.88	208.35	60.60
22141	2.55	0.28	8.09	232.75	185.28	75.37
22142	2.21	0.16	5.30	150.46	231.71	126.14
22143	2.23	0.19	0.66	251.13	109.99	129.63
22144	2.36	0.14	6.39	80.87	284.27	128.65
22145	2.25	0.17	10.10	63.76	68.48	19.83
22146	2.75	0.09	7.49	163.93	150.32	148.49
22147	3.11	0.20	12.60	100.65	251.88	94.12
22148	2.72	0.08	6.34	215.11	64.69	187.04
22149	5.14	0.05	21.50	292.36	224.78	345.26
22150	2.40	0.12	12.31	127.09	336.54	58.88
22151	2.94	0.09	1.05	316.43	21.43	113.59
22152	2.40	0.20	2.13	169.20	242.39	69.51
22153	2.53	0.11	1.64	161.88	0.67	349.67
22154	3.17	0.05	7.06	131.41	122.73	198.34
22155	2.30	0.13	6.53	342.59	22.16	155.15
22156	2.30	0.19	2.63	277.02	94.60	107.07
22157	3.13	0.12	0.40	221.34	288.53	339.57
22158	2.53	0.13	9.28	89.98	327.37	91.33
22159	2.75	0.12	10.42	68.29	352.99	65.85
22160	2.61	0.16	5.60	42.25	50.86	51.58
22161	2.73	0.09	2.48	20.60	334.40	128.25
22162	2.54	0.19	4.24	83.58	294.20	111.79
22163	2.53	0.15	10.70	194.65	133.15	141.36
22164	2.64	0.16	11.64	6.17	98.34	45.46
22165	2.29	0.11	3.37	327.61	156.14	40.81
22166	2.44	0.20	11.06	268.89	57.86	129.00
22167	2.30	0.07	6.44	11.82	82.15	72.32
22168	2.16	0.27	2.98	255.17	34.17	180.79
22169	2.89	0.15	10.29	165.79	161.05	118.25
22170	2.59	0.21	14.34	115.48	241.95	102.75
22171	2.58	0.09	8.43	126.66	336.16	25.10
22172	2.58	0.06	15.32	153.51	329.86	350.15
22173	2.55	0.13	9.65	342.46	70.22	74.33
22174	2.61	0.08	7.44	332.91	70.36	91.58
22175	2.76	0.14	14.21	42.35	290.79	154.99
22176	2.38	0.18	13.40	313.38	54.69	99.65
22177	3.18	0.13	23.87	70.66	210.48	195.99
22178	2.63	0.10	13.89	331.60	355.55	145.82
22179	2.46	0.13	5.78	296.59	108.12	91.90
22180	5.21	0.07	29.26	247.62	146.35	335.86
22181	2.68	0.27	7.42	146.23	216.85	95.73
22182	2.37	0.09	5.58	276.38	190.47	33.24
22183	2.61	0.19	14.37	110.16	221.57	160.97
22184	2.26	0.18	10.40	99.93	201.50	228.42
22185	3.20	0.01	22.60	100.39	341.63	42.43
22186	2.18	0.10	2.57	20.77	224.59	303.48
22187	3.09	0.15	20.65	292.23	343.00	255.67
22188	2.57	0.23	1.35	206.98	157.71	129.72
22189	2.34	0.08	3.65	325.72	141.21	46.07
22190	2.86	0.08	16.79	193.23	75.66	250.42
22191	2.66	0.09	3.53	222.44	165.13	123.68
22192	2.68	0.13	7.23	185.48	183.96	97.69
22193	2.65	0.05	2.97	112.44	134.86	278.41
22194	2.66	0.11	5.46	165.37	243.65	100.35
22195	1.90	0.03	23.66	3.84	175.39	29.28
22196	2.91	0.08	7.55	279.24	138.40	34.64
22197	2.31	0.11	6.54	332.24	310.96	283.93
22198	3.09	0.11	3.95	208.77	20.75	310.07
22199	5.33	0.08	9.07	16.86	44.08	83.62
22200	3.17	0.08	9.48	20.54	74.78	359.93
22201	2.34	0.21	5.88	166.74	218.63	121.51
22202	2.39	0.14	2.93	148.84	96.56	102.41
22203	5.25	0.10	1.37	189.47	92.01	215.25
22204	3.16	0.19	0.14	264.83	156.01	41.98
22205	2.66	0.02	4.09	168.29	305.23	36.55
22206	3.12	0.16	5.15	12.30	26.85	108.34
22207	2.21	0.11	4.96	348.79	105.76	71.67
22208	3.12	0.17	11.84	171.15	210.99	119.97
22209	2.64	0.13	11.57	346.18	217.93	359.21
22210	2.24	0.12	4.76	18.58	226.25	332.00
22211	2.27	0.21	2.94	243.41	61.28	216.88
22212	2.23	0.12	4.75	338.85	99.84	127.83
22213	2.43	0.13	2.97	158.21	70.71	316.74
22214	3.00	0.12	10.78	170.60	164.12	159.05
22215	2.40	0.13	6.35	353.15	313.30	220.64
22216	2.60	0.20	13.87	184.10	34.15	350.15
22217	2.65	0.12	7.86	179.65	303.82	47.63
22218	2.67	0.05	5.69	195.10	188.76	115.90
22219	2.97	0.10	4.96	214.70	117.05	177.39
22220	2.39	0.05	6.75	350.89	162.22	44.95
22221	2.41	0.15	2.58	168.16	303.97	64.78
22222	5.14	0.04	2.40	49.12	29.55	41.62
22223	2.27	0.14	4.51	124.15	137.96	138.10
22224	2.39	0.13	3.35	72.64	65.26	66.57
22225	2.65	0.20	3.44	109.35	205.18	194.75
22226	2.25	0.12	4.16	50.49	123.34	285.76
22227	5.22	0.13	10.95	289.89	156.72	57.62
22228	2.64	0.05	14.62	210.73	323.64	7.81
22229	2.21	0.13	5.81	294.66	133.09	110.08
22230	3.09	0.07	10.23	337.14	44.31	126.58
22231	2.68	0.11	5.00	322.81	191.22	29.25
22232	2.96	0.04	9.03	211.59	71.09	329.43
22233	2.39	0.14	5.89	195.09	155.74	173.73
22234	2.40	0.16	2.45	179.42	305.34	52.12
22235	2.17	0.04	1.65	45.94	108.73	24.13
22236	2.39	0.19	2.42	24.48	37.71	118.05
22237	2.78	0.06	1.83	93.01	328.82	5.05
22238	3.12	0.09	2.32	136.72	36.88	328.77
22239	2.69	0.06	4.23	134.06	314.22	77.57
22240	2.15	0.10	2.63	120.12	148.84	298.82
22241	3.08	0.13	5.86	159.41	293.92	83.39
22242	3.06	0.08	11.10	39.26	216.71	267.81
22243	3.14	0.19	6.02	118.93	270.17	88.65
22244	2.37	0.03	5.12	67.97	20.99	122.08
22245	2.72	0.17	5.51	154.37	210.90	109.82
22246	2.71	0.10	5.25	70.28	344.45	90.83
22247	3.11	0.12	11.43	45.06	356.65	96.04
22248	3.08	0.02	10.03	132.09	158.90	223.56
22249	2.30	0.25	3.85	187.15	148.40	112.30
22250	2.59	0.23	4.76	34.49	328.74	170.56
22251	2.28	0.17	5.92	165.58	111.13	276.35
22252	2.26	0.24	7.50	346.05	308.29	280.59
22253	2.57	0.18	15.27	1.98	290.35	251.67
22254	2.34	0.26	3.38	73.20	279.61	143.07
22255	2.33	0.15	4.27	66.05	269.37	203.23
22256	2.33	0.14	6.37	237.49	83.46	218.54
22257	2.66	0.24	4.74	80.44	275.45	119.20
22258	2.66	0.17	14.47	118.75	126.76	58.88
22259	2.76	0.11	10.04	116.90	138.16	320.56
22260	2.64	0.15	6.14	13.91	346.50	45.84
22261	2.59	0.20	18.06	120.91	341.47	73.49
22262	2.34	0.24	23.67	356.02	224.80	4.16
22263	2.43	0.26	11.03	170.74	240.78	135.85
22264	2.53	0.15	3.55	294.13	2.74	267.66
22265	2.23	0.16	2.91	320.10	316.06	311.74
22266	2.26	0.13	4.43	262.70	101.27	164.04
22267	2.24	0.20	6.23	6.41	356.45	193.53
22268	2.13	0.13	1.56	35.18	297.82	41.48
22269	2.23	0.08	5.40	354.23	73.63	144.50
22270	2.59	0.27	12.66	1.64	316.77	196.71
22271	2.97	0.05	10.01	191.78	253.94	75.45
22272	2.24	0.09	0.97	190.18	346.47	26.78
22273	2.31	0.18	2.33	114.53	202.09	246.40
22274	2.38	0.15	6.31	298.85	29.40	159.68
22275	2.40	0.20	27.18	101.90	351.31	102.69
22276	2.62	0.34	7.88	9.35	343.75	168.42
22277	2.60	0.17	13.05	61.13	289.92	207.20
22278	2.56	0.19	11.69	329.98	60.15	95.21
22279	3.15	0.24	13.77	322.53	239.32	350.10
22280	3.04	0.19	0.56	281.16	284.73	348.56
22281	2.24	0.11	3.22	184.72	86.70	310.05
22282	2.73	0.17	7.73	276.25	110.12	162.08
22283	2.19	0.25	7.98	146.17	195.33	206.77
22284	2.61	0.20	13.87	9.26	1.61	182.92
22285	3.11	0.19	12.88	156.61	208.78	175.14
22286	2.58	0.13	8.30	195.05	263.99	103.70
22287	3.07	0.18	0.38	203.73	195.38	104.82
22288	3.05	0.27	15.61	26.48	38.40	120.09
22289	3.11	0.24	19.35	73.15	301.16	146.44
22290	2.48	0.24	15.46	115.43	321.30	98.07
22291	3.18	0.13	17.74	139.97	280.19	132.27
22292	2.90	0.17	3.54	135.74	237.91	138.02
22293	2.28	0.16	4.49	167.92	228.44	134.45
22294	2.28	0.20	3.81	295.50	96.59	138.91
22295	2.38	0.16	12.29	2.58	214.34	202.18
22296	2.29	0.16	6.86	53.44	348.07	122.18
22297	2.26	0.06	9.88	69.73	60.33	95.20
22298	3.11	0.16	8.85	345.75	213.45	2.19
22299	2.54	0.06	11.42	359.21	309.66	160.01
22300	2.55	0.20	14.12	154.70	188.67	226.60
22301	2.33	0.21	8.63	231.64	37.79	62.04
22302	2.70	0.29	11.06	266.83	84.13	142.89
22303	2.59	0.28	14.34	157.42	181.10	219.93
22304	2.56	0.18	11.00	150.49	154.32	248.18
22305	2.29	0.20	7.45	149.67	189.90	61.95
22306	2.54	0.22	10.60	230.45	55.87	286.71
22307	2.30	0.19	4.09	34.65	327.43	22.63
22308	2.77	0.14	12.08	188.71	133.38	174.22
22309	2.76	0.12	7.77	116.77	334.25	90.67
22310	2.79	0.23	8.45	183.34	193.47	123.82
22311	2.20	0.06	5.42	175.91	18.84	35.41
22312	2.27	0.19	24.55	219.57	335.58	10.06
22313	3.05	0.21	2.36	214.28	60.03	276.69
22314	2.28	0.17	5.64	32.32	270.03	270.79
22315	2.28	0.14	4.17	201.35	20.91	336.28
